hosteam_id,h_rates,hc_rate,h_stars,visitteam_id,v_rates,vc_rate,v_stars,gaps,label
4,64.6,54.9,1,25,35.4,51.1,0,0,1
5,50.0,51.2,0,25,35.4,51.1,0,0,0
6,34.1,36.0,0,25,35.4,51.1,0,0,0
6,34.1,36.0,0,25,35.4,51.1,0,3,0
7,57.3,60.3,1,25,35.4,51.1,0,0,0
8,51.2,52.4,1,25,35.4,51.1,0,1,1
8,51.2,52.4,1,25,35.4,51.1,0,-2,1
9,62.2,55.5,1,25,35.4,51.1,0,0,1
10,51.2,49.1,1,25,35.4,51.1,0,0,1
11,62.2,57.1,2,25,35.4,51.1,0,0,1
11,62.2,57.1,2,25,35.4,51.1,0,-1,1
12,74.4,68.4,1,25,35.4,51.1,0,1,0
13,50.0,59.1,0,25,35.4,51.1,0,0,0
13,50.0,59.1,0,25,35.4,51.1,0,0,0
14,62.2,57.6,1,25,35.4,51.1,0,0,1
15,48.8,49.0,0,25,35.4,51.1,0,2,1
16,41.5,46.5,2,25,35.4,51.1,0,0,1
17,37.8,57.9,0,25,35.4,51.1,0,1,1
18,31.7,39.8,0,25,35.4,51.1,0,0,1
19,40.2,54.5,0,25,35.4,51.1,0,0,1
20,52.4,36.1,1,25,35.4,51.1,0,-1,1
21,50.0,42.6,1,25,35.4,51.1,0,0,1
21,50.0,42.6,1,25,35.4,51.1,0,0,1
22,45.1,57.7,0,25,35.4,51.1,0,0,1
22,45.1,57.7,0,25,35.4,51.1,0,0,0
23,43.9,48.2,1,25,35.4,51.1,0,0,1
23,43.9,48.2,1,25,35.4,51.1,0,0,1
24,59.8,58.6,1,25,35.4,51.1,0,-1,0
24,59.8,58.6,1,25,35.4,51.1,0,0,1
26,24.4,35.8,0,25,35.4,51.1,0,1,1
27,39.0,50.0,0,25,35.4,51.1,0,0,1
28,52.4,55.6,1,25,35.4,51.1,0,1,0
28,52.4,55.6,1,25,35.4,51.1,0,1,1
29,37.8,42.7,1,25,35.4,51.1,0,0,1
29,37.8,42.7,1,25,35.4,51.1,0,1,0
30,29.3,28.0,0,25,35.4,51.1,0,1,0
1,81.7,78.6,4,26,24.4,35.8,0,1,1
2,67.1,55.7,1,26,24.4,35.8,0,0,1
3,62.2,54.3,2,26,24.4,35.8,0,0,1
3,62.2,54.3,2,26,24.4,35.8,0,2,1
4,64.6,54.9,1,26,24.4,35.8,0,0,1
4,64.6,54.9,1,26,24.4,35.8,0,0,1
5,50.0,51.2,0,26,24.4,35.8,0,1,1
6,34.1,36.0,0,26,24.4,35.8,0,0,1
6,34.1,36.0,0,26,24.4,35.8,0,0,0
7,57.3,60.3,1,26,24.4,35.8,0,-1,1
8,51.2,52.4,1,26,24.4,35.8,0,0,1
8,51.2,52.4,1,26,24.4,35.8,0,-1,1
9,62.2,55.5,1,26,24.4,35.8,0,0,1
10,51.2,49.1,1,26,24.4,35.8,0,2,1
10,51.2,49.1,1,26,24.4,35.8,0,0,1
11,62.2,57.1,2,26,24.4,35.8,0,1,1
11,62.2,57.1,2,26,24.4,35.8,0,0,1
12,74.4,68.4,1,26,24.4,35.8,0,-1,1
13,50.0,59.1,0,26,24.4,35.8,0,0,1
14,62.2,57.6,1,26,24.4,35.8,0,0,1
15,48.8,49.0,0,26,24.4,35.8,0,-8,1
16,41.5,46.5,2,26,24.4,35.8,0,-1,0
17,37.8,57.9,0,26,24.4,35.8,0,1,1
18,31.7,39.8,0,26,24.4,35.8,0,1,1
19,40.2,54.5,0,26,24.4,35.8,0,1,1
20,52.4,36.1,1,26,24.4,35.8,0,0,0
21,50.0,42.6,1,26,24.4,35.8,0,0,1
21,50.0,42.6,1,26,24.4,35.8,0,0,1
22,45.1,57.7,0,26,24.4,35.8,0,0,1
23,43.9,48.2,1,26,24.4,35.8,0,0,1
23,43.9,48.2,1,26,24.4,35.8,0,1,1
24,59.8,58.6,1,26,24.4,35.8,0,0,1
24,59.8,58.6,1,26,24.4,35.8,0,1,1
25,35.4,51.1,0,26,24.4,35.8,0,0,1
25,35.4,51.1,0,26,24.4,35.8,0,0,1
27,39.0,50.0,0,26,24.4,35.8,0,-2,0
28,52.4,55.6,1,26,24.4,35.8,0,0,1
28,52.4,55.6,1,26,24.4,35.8,0,0,0
29,37.8,42.7,1,26,24.4,35.8,0,2,1
29,37.8,42.7,1,26,24.4,35.8,0,0,0
30,29.3,28.0,0,26,24.4,35.8,0,0,0
1,81.7,78.6,4,27,39.0,50.0,0,1,1
1,81.7,78.6,4,27,39.0,50.0,0,1,1
2,67.1,55.7,1,27,39.0,50.0,0,0,1
2,67.1,55.7,1,27,39.0,50.0,0,1,1
3,62.2,54.3,2,27,39.0,50.0,0,1,0
4,64.6,54.9,1,27,39.0,50.0,0,-2,1
5,50.0,51.2,0,27,39.0,50.0,0,1,1
5,50.0,51.2,0,27,39.0,50.0,0,0,1
6,34.1,36.0,0,27,39.0,50.0,0,-1,1
7,57.3,60.3,1,27,39.0,50.0,0,-1,1
8,51.2,52.4,1,27,39.0,50.0,0,-1,1
9,62.2,55.5,1,27,39.0,50.0,0,1,1
9,62.2,55.5,1,27,39.0,50.0,0,0,0
10,51.2,49.1,1,27,39.0,50.0,0,0,1
11,62.2,57.1,2,27,39.0,50.0,0,0,0
12,74.4,68.4,1,27,39.0,50.0,0,0,1
12,74.4,68.4,1,27,39.0,50.0,0,0,1
13,50.0,59.1,0,27,39.0,50.0,0,1,1
14,62.2,57.6,1,27,39.0,50.0,0,-1,0
14,62.2,57.6,1,27,39.0,50.0,0,1,1
15,48.8,49.0,0,27,39.0,50.0,0,-2,0
15,48.8,49.0,0,27,39.0,50.0,0,1,1
16,41.5,46.5,2,27,39.0,50.0,0,0,1
17,37.8,57.9,0,27,39.0,50.0,0,0,0
17,37.8,57.9,0,27,39.0,50.0,0,1,0
18,31.7,39.8,0,27,39.0,50.0,0,2,0
18,31.7,39.8,0,27,39.0,50.0,0,-1,1
19,40.2,54.5,0,27,39.0,50.0,0,-1,0
19,40.2,54.5,0,27,39.0,50.0,0,0,1
20,52.4,36.1,1,27,39.0,50.0,0,0,0
20,52.4,36.1,1,27,39.0,50.0,0,0,1
21,50.0,42.6,1,27,39.0,50.0,0,0,1
22,45.1,57.7,0,27,39.0,50.0,0,0,0
23,43.9,48.2,1,27,39.0,50.0,0,0,0
24,59.8,58.6,1,27,39.0,50.0,0,1,1
25,35.4,51.1,0,27,39.0,50.0,0,0,1
26,24.4,35.8,0,27,39.0,50.0,0,0,0
28,52.4,55.6,1,27,39.0,50.0,0,0,1
29,37.8,42.7,1,27,39.0,50.0,0,0,1
30,29.3,28.0,0,27,39.0,50.0,0,0,0
30,29.3,28.0,0,27,39.0,50.0,0,1,0
1,81.7,78.6,4,28,52.4,55.6,1,1,1
2,67.1,55.7,1,28,52.4,55.6,1,1,0
3,62.2,54.3,2,28,52.4,55.6,1,0,1
3,62.2,54.3,2,28,52.4,55.6,1,-1,0
4,64.6,54.9,1,28,52.4,55.6,1,-1,0
5,50.0,51.2,0,28,52.4,55.6,1,1,0
6,34.1,36.0,0,28,52.4,55.6,1,1,0
6,34.1,36.0,0,28,52.4,55.6,1,0,0
7,57.3,60.3,1,28,52.4,55.6,1,0,0
8,51.2,52.4,1,28,52.4,55.6,1,1,0
8,51.2,52.4,1,28,52.4,55.6,1,1,1
9,62.2,55.5,1,28,52.4,55.6,1,0,1
10,51.2,49.1,1,28,52.4,55.6,1,0,0
10,51.2,49.1,1,28,52.4,55.6,1,0,1
11,62.2,57.1,2,28,52.4,55.6,1,0,0
11,62.2,57.1,2,28,52.4,55.6,1,1,0
12,74.4,68.4,1,28,52.4,55.6,1,0,1
13,50.0,59.1,0,28,52.4,55.6,1,-2,0
13,50.0,59.1,0,28,52.4,55.6,1,-1,1
14,62.2,57.6,1,28,52.4,55.6,1,0,1
15,48.8,49.0,0,28,52.4,55.6,1,1,0
16,41.5,46.5,2,28,52.4,55.6,1,2,0
17,37.8,57.9,0,28,52.4,55.6,1,-2,1
18,31.7,39.8,0,28,52.4,55.6,1,0,1
19,40.2,54.5,0,28,52.4,55.6,1,0,0
20,52.4,36.1,1,28,52.4,55.6,1,1,0
21,50.0,42.6,1,28,52.4,55.6,1,-1,0
21,50.0,42.6,1,28,52.4,55.6,1,-1,1
22,45.1,57.7,0,28,52.4,55.6,1,1,1
23,43.9,48.2,1,28,52.4,55.6,1,1,1
23,43.9,48.2,1,28,52.4,55.6,1,0,1
24,59.8,58.6,1,28,52.4,55.6,1,0,1
24,59.8,58.6,1,28,52.4,55.6,1,0,1
25,35.4,51.1,0,28,52.4,55.6,1,-1,0
25,35.4,51.1,0,28,52.4,55.6,1,1,1
26,24.4,35.8,0,28,52.4,55.6,1,-1,0
26,24.4,35.8,0,28,52.4,55.6,1,0,1
27,39.0,50.0,0,28,52.4,55.6,1,0,1
29,37.8,42.7,1,28,52.4,55.6,1,1,1
29,37.8,42.7,1,28,52.4,55.6,1,0,0
30,29.3,28.0,0,28,52.4,55.6,1,1,1
1,81.7,78.6,4,29,37.8,42.7,1,0,1
2,67.1,55.7,1,29,37.8,42.7,1,0,1
3,62.2,54.3,2,29,37.8,42.7,1,0,1
3,62.2,54.3,2,29,37.8,42.7,1,-1,1
4,64.6,54.9,1,29,37.8,42.7,1,0,1
4,64.6,54.9,1,29,37.8,42.7,1,0,0
5,50.0,51.2,0,29,37.8,42.7,1,1,1
6,34.1,36.0,0,29,37.8,42.7,1,1,1
6,34.1,36.0,0,29,37.8,42.7,1,0,1
7,57.3,60.3,1,29,37.8,42.7,1,-1,1
8,51.2,52.4,1,29,37.8,42.7,1,1,1
8,51.2,52.4,1,29,37.8,42.7,1,0,0
9,62.2,55.5,1,29,37.8,42.7,1,0,1
10,51.2,49.1,1,29,37.8,42.7,1,0,0
10,51.2,49.1,1,29,37.8,42.7,1,0,1
11,62.2,57.1,2,29,37.8,42.7,1,0,1
11,62.2,57.1,2,29,37.8,42.7,1,0,1
12,74.4,68.4,1,29,37.8,42.7,1,0,1
13,50.0,59.1,0,29,37.8,42.7,1,1,0
13,50.0,59.1,0,29,37.8,42.7,1,0,0
14,62.2,57.6,1,29,37.8,42.7,1,-2,1
15,48.8,49.0,0,29,37.8,42.7,1,0,1
16,41.5,46.5,2,29,37.8,42.7,1,0,1
17,37.8,57.9,0,29,37.8,42.7,1,0,0
18,31.7,39.8,0,29,37.8,42.7,1,0,0
19,40.2,54.5,0,29,37.8,42.7,1,1,1
20,52.4,36.1,1,29,37.8,42.7,1,1,1
21,50.0,42.6,1,29,37.8,42.7,1,0,0
22,45.1,57.7,0,29,37.8,42.7,1,-1,1
22,45.1,57.7,0,29,37.8,42.7,1,-1,1
23,43.9,48.2,1,29,37.8,42.7,1,0,1
24,59.8,58.6,1,29,37.8,42.7,1,0,1
24,59.8,58.6,1,29,37.8,42.7,1,0,1
25,35.4,51.1,0,29,37.8,42.7,1,2,0
25,35.4,51.1,0,29,37.8,42.7,1,0,0
26,24.4,35.8,0,29,37.8,42.7,1,1,0
26,24.4,35.8,0,29,37.8,42.7,1,1,1
27,39.0,50.0,0,29,37.8,42.7,1,0,0
28,52.4,55.6,1,29,37.8,42.7,1,-1,1
28,52.4,55.6,1,29,37.8,42.7,1,0,1
30,29.3,28.0,0,29,37.8,42.7,1,0,1
1,81.7,78.6,4,30,29.3,28.0,0,2,1
1,81.7,78.6,4,30,29.3,28.0,0,-1,1
2,67.1,55.7,1,30,29.3,28.0,0,0,1
2,67.1,55.7,1,30,29.3,28.0,0,1,1
3,62.2,54.3,2,30,29.3,28.0,0,1,0
4,64.6,54.9,1,30,29.3,28.0,0,1,1
5,50.0,51.2,0,30,29.3,28.0,0,0,1
5,50.0,51.2,0,30,29.3,28.0,0,0,1
6,34.1,36.0,0,30,29.3,28.0,0,1,1
7,57.3,60.3,1,30,29.3,28.0,0,0,1
7,57.3,60.3,1,30,29.3,28.0,0,1,1
8,51.2,52.4,1,30,29.3,28.0,0,0,0
9,62.2,55.5,1,30,29.3,28.0,0,-2,1
9,62.2,55.5,1,30,29.3,28.0,0,0,1
10,51.2,49.1,1,30,29.3,28.0,0,0,1
11,62.2,57.1,2,30,29.3,28.0,0,0,1
12,74.4,68.4,1,30,29.3,28.0,0,1,1
13,50.0,59.1,0,30,29.3,28.0,0,0,1
14,62.2,57.6,1,30,29.3,28.0,0,0,1
14,62.2,57.6,1,30,29.3,28.0,0,0,1
15,48.8,49.0,0,30,29.3,28.0,0,0,1
15,48.8,49.0,0,30,29.3,28.0,0,0,1
16,41.5,46.5,2,30,29.3,28.0,0,0,0
16,41.5,46.5,2,30,29.3,28.0,0,0,1
17,37.8,57.9,0,30,29.3,28.0,0,0,1
18,31.7,39.8,0,30,29.3,28.0,0,0,1
18,31.7,39.8,0,30,29.3,28.0,0,0,0
19,40.2,54.5,0,30,29.3,28.0,0,0,0
19,40.2,54.5,0,30,29.3,28.0,0,-1,0
20,52.4,36.1,1,30,29.3,28.0,0,0,1
20,52.4,36.1,1,30,29.3,28.0,0,0,1
21,50.0,42.6,1,30,29.3,28.0,0,-1,1
22,45.1,57.7,0,30,29.3,28.0,0,0,1
23,43.9,48.2,1,30,29.3,28.0,0,0,1
24,59.8,58.6,1,30,29.3,28.0,0,0,1
25,35.4,51.1,0,30,29.3,28.0,0,0,0
26,24.4,35.8,0,30,29.3,28.0,0,0,1
27,39.0,50.0,0,30,29.3,28.0,0,1,0
27,39.0,50.0,0,30,29.3,28.0,0,0,1
28,52.4,55.6,1,30,29.3,28.0,0,0,1
29,37.8,42.7,1,30,29.3,28.0,0,0,0
2,79.3,55.7,0,1,70.7,78.6,4,0,0
2,79.3,55.7,0,1,70.7,78.6,4,-1,1
3,72.0,54.3,2,1,70.7,78.6,4,1,0
4,67.1,54.9,2,1,70.7,78.6,4,-1,1
5,59.8,51.2,1,1,70.7,78.6,4,1,1
5,59.8,51.2,1,1,70.7,78.6,4,2,1
6,63.4,36.0,1,1,70.7,78.6,4,1,0
7,58.5,60.3,2,1,70.7,78.6,4,-1,1
7,58.5,60.3,2,1,70.7,78.6,4,0,0
8,58.5,52.4,1,1,70.7,78.6,4,0,1
9,58.5,55.5,0,1,70.7,78.6,4,1,1
9,58.5,55.5,0,1,70.7,78.6,4,0,1
10,53.7,49.1,1,1,70.7,78.6,4,0,0
11,61.0,57.1,1,1,70.7,78.6,4,1,0
12,57.3,68.4,1,1,70.7,78.6,4,0,0
12,57.3,68.4,1,1,70.7,78.6,4,0,1
13,53.7,59.1,1,1,70.7,78.6,4,0,0
14,51.2,57.6,0,1,70.7,78.6,4,1,0
14,51.2,57.6,0,1,70.7,78.6,4,0,0
15,56.1,49.0,0,1,70.7,78.6,4,-1,0
15,56.1,49.0,0,1,70.7,78.6,4,1,1
16,58.5,46.5,1,1,70.7,78.6,4,-1,0
16,58.5,46.5,1,1,70.7,78.6,4,1,0
17,57.3,57.9,1,1,70.7,78.6,4,1,1
18,42.7,39.8,0,1,70.7,78.6,4,0,0
18,42.7,39.8,0,1,70.7,78.6,4,0,0
19,29.3,54.5,0,1,70.7,78.6,4,0,0
19,29.3,54.5,0,1,70.7,78.6,4,-1,0
20,26.8,36.1,0,1,70.7,78.6,4,2,1
21,32.9,42.6,0,1,70.7,78.6,4,0,0
22,47.6,57.7,1,1,70.7,78.6,4,0,0
23,43.9,48.2,1,1,70.7,78.6,4,0,0
24,52.4,58.6,1,1,70.7,78.6,4,-1,0
25,30.5,51.1,0,1,70.7,78.6,4,0,0
26,34.1,35.8,0,1,70.7,78.6,4,1,0
27,32.9,50.0,0,1,70.7,78.6,4,0,0
27,32.9,50.0,0,1,70.7,78.6,4,0,0
28,29.3,55.6,0,1,70.7,78.6,4,0,0
29,35.4,42.7,0,1,70.7,78.6,4,0,0
30,25.6,35.1,0,1,70.7,78.6,4,1,0
30,25.6,35.1,0,1,70.7,78.6,4,1,0
1,70.7,78.6,4,2,79.3,55.7,0,0,0
3,72.0,54.3,2,2,79.3,55.7,0,0,1
4,67.1,54.9,2,2,79.3,55.7,0,-2,1
5,59.8,51.2,1,2,79.3,55.7,0,2,0
5,59.8,51.2,1,2,79.3,55.7,0,0,0
6,63.4,36.0,1,2,79.3,55.7,0,0,0
7,58.5,60.3,2,2,79.3,55.7,0,-1,1
7,58.5,60.3,2,2,79.3,55.7,0,0,0
8,58.5,52.4,1,2,79.3,55.7,0,1,0
9,58.5,55.5,0,2,79.3,55.7,0,-2,0
9,58.5,55.5,0,2,79.3,55.7,0,1,0
10,53.7,56.8,1,2,79.3,55.7,0,1,0
11,61.0,57.1,1,2,79.3,55.7,0,1,0
12,57.3,68.4,1,2,79.3,55.7,0,0,0
12,57.3,68.4,1,2,79.3,55.7,0,1,1
13,53.7,59.1,1,2,79.3,55.7,0,1,0
14,51.2,57.6,0,2,79.3,55.7,0,-1,1
14,51.2,57.6,0,2,79.3,55.7,0,-1,0
15,56.1,49.0,0,2,79.3,55.7,0,0,0
16,58.5,46.5,1,2,79.3,55.7,0,0,1
16,58.5,46.5,1,2,79.3,55.7,0,0,0
17,57.3,57.9,1,2,79.3,55.7,0,0,0
17,57.3,57.9,1,2,79.3,55.7,0,0,0
18,42.7,39.8,0,2,79.3,55.7,0,-3,0
18,42.7,39.8,0,2,79.3,55.7,0,-1,0
19,29.3,54.5,0,2,79.3,55.7,0,0,0
19,29.3,54.5,0,2,79.3,55.7,0,-1,0
20,26.8,36.1,0,2,79.3,55.7,0,1,0
20,26.8,36.1,0,2,79.3,55.7,0,1,1
21,32.9,42.6,0,2,79.3,55.7,0,0,0
22,47.6,57.7,1,2,79.3,55.7,0,-1,1
23,43.9,48.2,1,2,79.3,55.7,0,0,0
24,52.4,58.6,1,2,79.3,55.7,0,1,1
25,30.5,51.1,0,2,79.3,55.7,0,-1,0
26,34.1,35.8,0,2,79.3,55.7,0,-1,0
27,32.9,50.0,0,2,79.3,55.7,0,0,0
27,32.9,50.0,0,2,79.3,55.7,0,1,1
28,29.3,55.6,0,2,79.3,55.7,0,0,0
29,35.4,42.7,0,2,79.3,55.7,0,0,0
30,25.6,35.1,0,2,79.3,55.7,0,1,0
30,25.6,35.1,0,2,79.3,55.7,0,3,0
1,70.7,78.6,4,3,72.0,54.3,2,0,1
2,79.3,55.7,0,3,72.0,54.3,2,0,0
4,67.1,54.9,2,3,72.0,54.3,2,-1,1
4,67.1,54.9,2,3,72.0,54.3,2,-1,1
5,59.8,51.2,1,3,72.0,54.3,2,-1,0
6,63.4,36.0,1,3,72.0,54.3,2,1,0
6,63.4,36.0,1,3,72.0,54.3,2,2,1
7,58.5,60.3,2,3,72.0,54.3,2,1,1
8,58.5,52.4,1,3,72.0,54.3,2,2,1
8,58.5,52.4,1,3,72.0,54.3,2,0,0
9,58.5,55.5,0,3,72.0,54.3,2,0,0
10,53.7,49.1,1,3,72.0,54.3,2,0,0
11,61.0,43.0,1,3,72.0,54.3,2,1,1
11,61.0,43.0,1,3,72.0,54.3,2,-1,1
12,57.3,68.4,1,3,72.0,54.3,2,0,1
13,53.7,59.1,1,3,72.0,54.3,2,0,1
14,51.2,57.6,0,3,72.0,54.3,2,1,1
15,56.1,49.0,0,3,72.0,54.3,2,0,1
16,58.5,46.5,1,3,72.0,54.3,2,1,0
17,57.3,57.9,1,3,72.0,54.3,2,1,1
18,42.7,39.8,0,3,72.0,54.3,2,0,0
19,29.3,54.5,0,3,72.0,54.3,2,0,1
20,26.8,39.4,0,3,72.0,54.3,2,-1,0
21,32.9,42.6,0,3,72.0,54.3,2,0,0
21,32.9,42.6,0,3,72.0,54.3,2,1,0
22,47.6,57.7,1,3,72.0,54.3,2,1,0
22,47.6,57.7,1,3,72.0,54.3,2,0,0
23,43.9,48.2,1,3,72.0,54.3,2,-1,0
23,43.9,48.2,1,3,72.0,54.3,2,-1,0
24,52.4,58.6,1,3,72.0,54.3,2,0,1
24,52.4,58.6,1,3,72.0,54.3,2,0,0
25,30.5,51.1,0,3,72.0,54.3,2,0,0
25,30.5,51.1,0,3,72.0,54.3,2,2,0
26,34.1,35.8,0,3,72.0,54.3,2,-1,0
26,34.1,35.8,0,3,72.0,54.3,2,0,0
27,32.9,50.0,0,3,72.0,54.3,2,0,0
28,29.3,55.6,0,3,72.0,54.3,2,0,0
28,29.3,55.6,0,3,72.0,54.3,2,-2,0
29,35.4,42.7,0,3,72.0,54.3,2,-1,1
29,35.4,42.7,0,3,72.0,54.3,2,0,0
30,25.6,35.1,0,3,72.0,54.3,2,-1,0
1,70.7,78.6,4,4,67.1,54.9,2,-1,1
2,79.3,55.7,0,4,67.1,54.9,2,0,1
3,72.0,54.3,2,4,67.1,54.9,2,0,1
3,72.0,54.3,2,4,67.1,54.9,2,0,1
5,59.8,51.2,1,4,67.1,54.9,2,0,0
6,63.4,36.0,1,4,67.1,54.9,2,0,0
6,63.4,36.0,1,4,67.1,54.9,2,1,0
8,58.5,52.4,1,4,67.1,54.9,2,-1,0
9,58.5,55.5,0,4,67.1,54.9,2,1,0
10,53.7,49.1,1,4,67.1,54.9,2,1,0
10,53.7,56.8,1,4,67.1,54.9,2,-1,1
11,61.0,57.1,1,4,67.1,54.9,2,0,1
13,53.7,59.1,1,4,67.1,54.9,2,1,0
13,53.7,59.1,1,4,67.1,54.9,2,1,1
14,51.2,57.6,0,4,67.1,54.9,2,1,0
15,56.1,49.0,0,4,67.1,54.9,2,0,0
16,58.5,46.5,1,4,67.1,54.9,2,-1,1
18,42.7,39.8,0,4,67.1,54.9,2,0,1
19,29.3,54.5,0,4,67.1,54.9,2,0,0
20,26.8,39.4,0,4,67.1,54.9,2,0,0
21,32.9,42.6,0,4,67.1,54.9,2,1,1
21,32.9,42.6,0,4,67.1,54.9,2,1,0
22,47.6,57.7,1,4,67.1,54.9,2,0,0
22,47.6,57.7,1,4,67.1,54.9,2,0,0
23,43.9,48.2,1,4,67.1,54.9,2,2,0
24,52.4,58.6,1,4,67.1,54.9,2,0,0
24,52.4,58.6,1,4,67.1,54.9,2,2,1
25,30.5,51.1,0,4,67.1,54.9,2,0,0
25,30.5,51.1,0,4,67.1,54.9,2,0,0
26,34.1,35.8,0,4,67.1,54.9,2,1,0
26,34.1,35.8,0,4,67.1,54.9,2,2,0
28,29.3,55.6,0,4,67.1,54.9,2,0,0
28,29.3,55.6,0,4,67.1,54.9,2,1,0
29,35.4,42.7,0,4,67.1,54.9,2,2,1
29,35.4,42.7,0,4,67.1,54.9,2,1,0
30,25.6,35.1,0,4,67.1,54.9,2,1,0
1,70.7,78.6,4,5,59.8,51.2,1,1,1
2,79.3,55.7,0,5,59.8,51.2,1,1,1
2,79.3,55.7,0,5,59.8,51.2,1,0,1
3,72.0,54.3,2,5,59.8,51.2,1,-1,1
4,67.1,54.9,2,5,59.8,51.2,1,0,1
6,63.4,36.0,1,5,59.8,51.2,1,0,1
7,58.5,60.3,2,5,59.8,51.2,1,0,0
7,58.5,60.3,2,5,59.8,51.2,1,0,0
8,58.5,52.4,1,5,59.8,51.2,1,0,0
9,58.5,55.5,0,5,59.8,51.2,1,0,1
9,58.5,55.5,0,5,59.8,51.2,1,0,0
10,53.7,49.1,1,5,59.8,51.2,1,0,1
11,61.0,57.1,1,5,59.8,51.2,1,2,1
12,57.3,68.4,1,5,59.8,51.2,1,1,1
13,53.7,59.1,1,5,59.8,51.2,1,0,0
14,51.2,57.6,0,5,59.8,51.2,1,-2,0
14,51.2,57.6,0,5,59.8,51.2,1,1,0
15,56.1,49.0,0,5,59.8,51.2,1,1,1
15,56.1,49.0,0,5,59.8,51.2,1,0,1
16,58.5,46.5,1,5,59.8,51.2,1,0,1
16,58.5,46.5,1,5,59.8,51.2,1,1,0
17,57.3,57.9,1,5,59.8,51.2,1,0,1
17,57.3,57.9,1,5,59.8,51.2,1,0,1
18,42.7,39.8,0,5,59.8,51.2,1,0,0
18,42.7,39.8,0,5,59.8,51.2,1,0,0
19,29.3,54.5,0,5,59.8,51.2,1,0,0
19,29.3,54.5,0,5,59.8,51.2,1,0,1
20,26.8,36.1,0,5,59.8,51.2,1,0,0
20,26.8,39.4,0,5,59.8,51.2,1,1,1
21,32.9,42.6,0,5,59.8,51.2,1,-1,0
22,47.6,57.7,1,5,59.8,51.2,1,1,1
23,43.9,48.2,1,5,59.8,51.2,1,0,0
24,52.4,58.6,1,5,59.8,51.2,1,2,0
25,30.5,51.1,0,5,59.8,51.2,1,0,0
26,34.1,35.8,0,5,59.8,51.2,1,0,0
27,32.9,50.0,0,5,59.8,51.2,1,0,1
27,32.9,50.0,0,5,59.8,51.2,1,3,0
28,29.3,55.6,0,5,59.8,51.2,1,-1,1
29,35.4,42.7,0,5,59.8,51.2,1,0,0
30,25.6,28.0,0,5,59.8,51.2,1,0,0
30,25.6,35.1,0,5,59.8,51.2,1,0,0
1,70.7,78.6,4,6,63.4,36.0,1,1,1
2,79.3,55.7,0,6,63.4,36.0,1,0,0
3,72.0,54.3,2,6,63.4,36.0,1,1,1
3,72.0,54.3,2,6,63.4,36.0,1,0,1
4,67.1,54.9,2,6,63.4,36.0,1,2,1
4,67.1,54.9,2,6,63.4,36.0,1,-1,0
5,59.8,51.2,1,6,63.4,36.0,1,2,1
7,58.5,60.3,2,6,63.4,36.0,1,-1,1
8,58.5,52.4,1,6,63.4,36.0,1,0,1
9,58.5,55.5,0,6,63.4,36.0,1,-2,0
10,53.7,56.8,1,6,63.4,36.0,1,0,1
10,53.7,56.8,1,6,63.4,36.0,1,0,1
11,61.0,57.1,1,6,63.4,36.0,1,-1,1
11,61.0,57.1,1,6,63.4,36.0,1,0,0
12,57.3,68.4,1,6,63.4,36.0,1,0,0
13,53.7,59.1,1,6,63.4,36.0,1,1,1
13,53.7,59.1,1,6,63.4,36.0,1,0,1
14,51.2,57.6,0,6,63.4,36.0,1,0,0
15,56.1,49.0,0,6,63.4,36.0,1,1,0
16,58.5,46.5,1,6,63.4,36.0,1,1,1
17,57.3,57.9,1,6,63.4,36.0,1,0,0
18,42.7,39.8,0,6,63.4,36.0,1,0,0
19,29.3,54.5,0,6,63.4,36.0,1,-1,0
20,26.8,39.4,0,6,63.4,36.0,1,0,1
21,32.9,42.6,0,6,63.4,36.0,1,0,1
21,32.9,42.6,0,6,63.4,36.0,1,0,0
22,47.6,57.7,1,6,63.4,36.0,1,0,0
22,47.6,57.7,1,6,63.4,36.0,1,2,0
23,43.9,48.2,1,6,63.4,36.0,1,0,0
23,43.9,48.2,1,6,63.4,36.0,1,-1,0
24,52.4,58.6,1,6,63.4,36.0,1,0,1
24,52.4,58.6,1,6,63.4,36.0,1,1,1
25,30.5,51.1,0,6,63.4,36.0,1,1,0
26,34.1,35.8,0,6,63.4,36.0,1,-1,1
26,34.1,35.8,0,6,63.4,36.0,1,0,0
27,32.9,50.0,0,6,63.4,36.0,1,0,1
28,29.3,55.6,0,6,63.4,36.0,1,0,0
28,29.3,55.6,0,6,63.4,36.0,1,0,0
29,35.4,42.7,0,6,63.4,36.0,1,1,0
29,35.4,42.7,0,6,63.4,36.0,1,0,0
30,25.6,35.1,0,6,63.4,36.0,1,1,0
1,70.7,78.6,4,7,58.5,60.3,2,1,0
1,70.7,78.6,4,7,58.5,60.3,2,0,1
2,79.3,55.7,0,7,58.5,60.3,2,-2,0
3,72.0,54.3,2,7,58.5,60.3,2,0,0
5,59.8,51.2,1,7,58.5,60.3,2,1,1
5,59.8,51.2,1,7,58.5,60.3,2,1,1
6,63.4,36.0,1,7,58.5,60.3,2,1,0
9,58.5,55.5,0,7,58.5,60.3,2,-1,1
9,58.5,55.5,0,7,58.5,60.3,2,1,0
10,53.7,49.1,1,7,58.5,60.3,2,-1,0
11,61.0,57.1,1,7,58.5,60.3,2,-1,0
12,57.3,68.4,1,7,58.5,60.3,2,0,1
13,53.7,59.1,1,7,58.5,60.3,2,1,0
